type,author,content,ip,time
3425,ARROW,joygo,都1-2%,,06/07 13:11
3426,PUSH,Courtney,廣達是怎了,,06/07 13:11
3427,PUSH,sosiealex,正2 80%,,06/07 13:11
3428,PUSH,thz1,16900,,06/07 13:11
3429,PUSH,ndd2,今年漲18%，但我還賠錢,,06/07 13:11
3430,ARROW,appledick,創意融資怎麼蘇啊 龍割 笑鼠,,06/07 13:11
3431,ARROW,joygo,廣達115想要qq,,06/07 13:11
3432,PUSH,addy7533967,創一年新高，阿斯,,06/07 13:11
3433,BOO,call5566me,天哪  大家快出國好嗎,,06/07 13:12
3434,ARROW,s8911124,0050好穩好穩,,06/07 13:12
3435,ARROW,soome,8字頭眼鏡行這麼快就沒了,,06/07 13:12
3436,ARROW,goodjop,哪時候換gg突破688啦,,06/07 13:12
3437,ARROW,baka1412,https://i.imgur.com/WHRViVg.png,,06/07 13:12
3438,BOO,photoless,直接斬殺那些 空仔,,06/07 13:12
3439,PUSH,richardc277,水手停損也停損不下去吧。,,06/07 13:12
3440,PUSH,beatles12,6532想幹嘛 突然舒服,,06/07 13:12
3441,ARROW,call5566me,三陽噴阿,,06/07 13:12
3442,ARROW,vincentman,聾鴿要被軋到萬七了...,,06/07 13:12
3443,PUSH,learnbao,大盤16900一堆同事下午請假要準備看極光了,,06/07 13:12
3444,ARROW,joygo,我分析錯了，我本來預測16500-16800這段是拉台積..,,06/07 13:12
3445,ARROW,lluunnaa,卍7 484要來了,,06/07 13:13
3446,ARROW,joygo,.,,06/07 13:13
3447,ARROW,goodjop,還在水手...,,06/07 13:13
3448,ARROW,thg156yu789,三陽空軍QQ,,06/07 13:13
3449,PUSH,gbman,順勢派1個月賺半年!2-3月沒賺CC,,06/07 13:13
3450,PUSH,lucas2042,三陽別再騙我了喔...這兩天玩好幾次了,,06/07 13:13
3451,PUSH,kenjohn,有人在看磐儀嗎,,06/07 13:13
3452,PUSH,ctes940008,大亞鎖七千多張,,06/07 13:13
3453,PUSH,patri0052,真的169了 這個禮拜萬七,,06/07 13:13
3454,PUSH,pypy93264,J大 人都是報喜不報憂 負的沒說出口而已Q_Q,,06/07 13:13
3455,PUSH,speady,緯創噴完換廣達，下一個可以換海公公嗎？,,06/07 13:13
3456,ARROW,call5566me,今天不95加滿嗎  加油好嗎,,06/07 13:13
3457,PUSH,killerbbt,西瓜金怎麼又勃起了,,06/07 13:13
3458,ARROW,photoless,再說一次 今年要殺無赦 看空者淪階下囚,,06/07 13:13
3459,PUSH,YU1225,水手只有當天股價漲2塊以上才會集體出來壯膽吹簫…,,06/07 13:14
3460,ARROW,joygo,三陽現在籌碼拉開來看根本沒主力的感覺，籌碼都是,,06/07 13:14
3461,PUSH,herrowui,要萬七了，整數應該會拉回,,06/07 13:14
3462,ARROW,joygo,丟來丟去，只是越丟越高,,06/07 13:14
3463,PUSH,tanchuchan,https://i.imgur.com/rElgHeK.jpg,,06/07 13:14
3464,ARROW,laechan,龍哥: 這是強孥之末啊!!,,06/07 13:14
3465,ARROW,photoless,下午盤直接過萬七,,06/07 13:14
3466,ARROW,YU1225,西瓜說過了 下半年一定漲到10$上,,06/07 13:14
3467,ARROW,speady,三陽等等就a了啦,,06/07 13:14
3468,PUSH,tzjjkonuj,除權息旺季指數不降反升是好事，領息後股民又加碼,,06/07 13:14
3469,ARROW,tanchuchan,好羨慕岸邊燈火通明,,06/07 13:14
3470,PUSH,nigatsuki,三陽到底是怎樣XD,,06/07 13:14
3471,ARROW,joygo,我西瓜成本12元，好像是萬八的時候買的？,,06/07 13:14
3472,PUSH,czg,"牛極蟹！牛極蟹！再不買股, 卍卍很快就來了",,06/07 13:14
3473,ARROW,YU1225,這圖做得好哭啊！,,06/07 13:14
3474,PUSH,aabbabcd,海公公都108了 噴慢點等我股利領完再破200 謝謝,,06/07 13:14
3475,ARROW,patri0052,想要兩萬 Gg過前高 大盤貢獻一千點剩下的找誰要,,06/07 13:14
3476,PUSH,osaka3131,華星光太扯,,06/07 13:14
3477,ARROW,asjh612,連大立光尾盤都能偷襲==,,06/07 13:14
3478,PUSH,Guan63941,2882這個內外盤也能漲 扯爆,,06/07 13:14
3479,PUSH,zaqqaz,水鬼：等等窩~說好的靠船駛回卍8 QQ,,06/07 13:15
3480,PUSH,jubihu,空手的 材料真的可以撿,,06/07 13:15
3481,PUSH,mamorui,台北吃蟹有推薦的店家嗎,,06/07 13:15
3482,PUSH,rays66258,現在是不是沒車可以上了阿...嗚嗚,,06/07 13:15
3483,ARROW,joygo,我來吃飯網路好爛，只能看ptt...，股票的打不開,,06/07 13:15
3484,BOO,ck326,GG 還在混就已經快萬七了，等GG發動就兩萬了,,06/07 13:15
3485,ARROW,tanchuchan,台股上萬七 水手徒悲傷,,06/07 13:15
3486,PUSH,cysfmc,台gg 600台股上萬七,,06/07 13:15
3487,PUSH,victorytim,羨慕空蛙又有高點空了,,06/07 13:15
3488,PUSH,URGE1018,3374 有夠狂 直接吃回去,,06/07 13:15
3489,PUSH,shiyanin,環泥回到29了,,06/07 13:15
3490,ARROW,baka1412,華星光..,,06/07 13:15
3491,PUSH,werty5445,羨慕空軍 每天都有高點能賣,,06/07 13:15
3492,PUSH,a633599,長榮鋼 暑假過完 就三位數了...不要不信,,06/07 13:15
3493,PUSH,xavitier,華星光完全是大戶的形狀 主力融資,,06/07 13:15
3494,BOO,call5566me,山富又亮燈喔,,06/07 13:16
3495,ARROW,YU1225,科技金融噴https://i.imgur.com/Qv1kLJ2.jpg,,06/07 13:16
3496,ARROW,ptrpan,就說一點之後不會漲了~,,06/07 13:16
3497,BOO,Crushredkiss,正2怎麼134了,,06/07 13:16
3498,BOO,calqlus,一如往常吃相難看的金金們,,06/07 13:16
3499,PUSH,addy7533967,走走逛逛加減看盤默默地也到板橋了,,06/07 13:16
3500,ARROW,URGE1018,買精材 一生精采,,06/07 13:16
3501,PUSH,f781223,沒上萬七 空軍大獲全勝 唉,,06/07 13:16
3502,ARROW,blue1204,不要跟我搶菸頭QQ,,06/07 13:16
3503,ARROW,goodjop,gg又來了,,06/07 13:16
3504,ARROW,joygo,覺得比較誇張的是這波明明ai，但是台股百花齊放 真,,06/07 13:16
3505,PUSH,ajkofqq,龍哥到底懂不懂股票啊   笑死,,06/07 13:16
3506,ARROW,brain9453,技嘉好恐怖喔 一直噴,,06/07 13:16
3507,ARROW,laechan,你要的鬼故事 https://i.imgur.com/bNTKzJx.jpg,,06/07 13:17
3508,ARROW,joygo,厲害,,06/07 13:17
3509,PUSH,dearhau,空萬七是不是可以驕傲一輩子,,06/07 13:17
3510,PUSH,chalon,精材...+~老師代表作,,06/07 13:17
3511,PUSH,cysfmc,老蘇萬海大漲0.3,,06/07 13:17
3512,PUSH,umaga1,三陽在玩什麼,,06/07 13:17
3513,PUSH,post91,正2湊個整數3塊吧,,06/07 13:17
3514,BOO,yu7038,龍哥又要氣噗噗了,,06/07 13:17
3515,PUSH,s56565566123,又要羨慕空軍了,,06/07 13:17
3516,PUSH,bleach06bb,起乩吃貨吃這麼久,,06/07 13:18
3517,PUSH,killerbbt,起乩怎麼默默90了，唉跌停的時候才撿2張,,06/07 13:18
3518,PUSH,tree1992,3594慢慢爬慢慢多,,06/07 13:18
3519,PUSH,chalon,https://i.imgur.com/wAO7080.gif,,06/07 13:18
3520,PUSH,agingood,三陽散戶又一堆被洗出去了,,06/07 13:18
3521,ARROW,goodjop,gg今天可以收568嗎,,06/07 13:18
3522,ARROW,killerbbt,起乩為了增資 我猜會拉到140吧,,06/07 13:18
3523,PUSH,frankie30432,3374 6789 就...還在區間獲利交不出來 偶爾就會拉,,06/07 13:18
3524,ARROW,laechan,未看先猜龍哥重播,,06/07 13:18
3525,PUSH,chalon,3078...舒服,,06/07 13:18
3526,ARROW,laechan,龍哥都是提前三個禮拜預告的,,06/07 13:18
3527,PUSH,icexfox,雄獅要變成雄貓了吧，就他一個綠,,06/07 13:19
3528,PUSH,czg,"不准笑龍哥,他又休長假怎辦,傻多的我會怕",,06/07 13:19
3529,PUSH,scum5566,4979太瘋了,,06/07 13:19
3530,PUSH,musi,"A不下來@@""",,06/07 13:19
3531,PUSH,pziix,技嘉目標價出來了沒,,06/07 13:19
3532,BOO,call5566me,拉到140我還不空他  亂喊喔,,06/07 13:19
3533,ARROW,goodjop,龍哥說 小嘎 一點都不用擔心,,06/07 13:19
3534,PUSH,loopdiuretic,今天紅通通 怕爆,,06/07 13:20
3535,PUSH,si5111,三陽不賣了？,,06/07 13:20
3536,PUSH,sisishi,謝謝fj三陽舒服了,,06/07 13:20
3537,PUSH,joygo,技嘉140攤到116，賣在起漲點119...，隔兩天後140，,,06/07 13:20
3538,BOO,zaqqaz,最後上車門票~下周靠旅遊電子攻上卍8 ^^,,06/07 13:20
3539,PUSH,s56565566123,山陽工業 是上山的山,,06/07 13:20
3540,ARROW,chilagow945,電子出不了貨傳產不會漲啦,,06/07 13:20
3541,ARROW,joygo,就一路上去,,06/07 13:20
3542,PUSH,O10lOl01O,亞航今天還有開局15分鐘給你進場 很好心阿XD,,06/07 13:20
3543,ARROW,smbtomas,拉高空明天開始數錢,,06/07 13:20
3544,ARROW,call5566me,氣死  1個蹲了2個月今天賣完直接開漲,,06/07 13:20
3545,ARROW,joygo,虧我89還撿了五百股技嘉來攤，換股真的是藝術 好難,,06/07 13:21
3546,PUSH,mqhung,金融也是看最後10分鐘就好嗎？,,06/07 13:21
3547,PUSH,arcticocean,資金輪動輪漲，下一族群貨櫃,,06/07 13:21
3548,PUSH,URGE1018,樓上那隻啊？,,06/07 13:21
3549,PUSH,jack91315,可以跌了 剛剛加碼了,,06/07 13:21
3550,PUSH,kisweet999,剛剛 GG 掛賣 567 後發現主力繼續買 馬上取消掛賣,,06/07 13:21
3551,PUSH,MrYang,山羊是在嘎空軍嗎,,06/07 13:21
3552,PUSH,boolaja,報！6196帆宣營收成長，股價低基期,,06/07 13:21
3553,PUSH,mamorui,我很確信我看龍哥節目的心得，等哪天指數翻空然後,,06/07 13:21
3554,ARROW,joygo,看他財報下滑就賣,,06/07 13:22
3555,ARROW,mamorui,龍哥卻說不用怕，到時一定還有跌的空間。,,06/07 13:22
3556,PUSH,scum5566,joygo大太悲催,,06/07 13:22
3557,PUSH,simon81345,這禮拜真的可以看到萬七嗎？...,,06/07 13:22
3558,PUSH,killerbbt,那你空啊 那時候跌停 我說要買起乩一堆人還笑我 嗚,,06/07 13:22
3559,ARROW,goodjop,gg上看688 哪有人現在就賣,,06/07 13:22
3560,ARROW,call5566me,雄獅以後改名叫母貓好了  爛死了,,06/07 13:22
3561,ARROW,killerbbt,嗚嗚,,06/07 13:22
3562,PUSH,chenlunlun,山富鳳凰輪流漲停,,06/07 13:22
3563,ARROW,joygo,我發現解套的點常常是起漲點，全世界散戶真的思維,,06/07 13:22
3564,PUSH,jubihu,你比較想要萬七還是想喝甘蔗汁,,06/07 13:22
3565,ARROW,joygo,跟我一樣XD,,06/07 13:22
3566,ARROW,mamorui,萬七不重要 是手上持股要會漲,,06/07 13:23
3567,ARROW,call5566me,別搞笑了  都喊拉140現在90還有5萬欸  XDDDD,,06/07 13:23
3568,ARROW,kisweet999,喔喔 我吃一點肉就好 688 留給你賺,,06/07 13:23
3569,ARROW,killerbbt,下午好像起乩法說 看有沒有講增資價格,,06/07 13:23
3570,PUSH,KYmilk,就是要漲到你懷疑人生,,06/07 13:23
3571,ARROW,goodjop,謝謝,,06/07 13:23
3572,PUSH,k1222,龍鴿該重播了吧,,06/07 13:23
3573,PUSH,ca1123,明天萬七了不要不信,,06/07 13:23
3574,ARROW,joygo,我手上有一隻叫做仲達，一路買，然後殺回成本qq,,06/07 13:23
3575,ARROW,mamorui,指數進場點歷史文也都提供了 高點看美股,,06/07 13:23
3576,PUSH,frankie30432,3078創歷史高 一切一切預告再先,,06/07 13:23
3577,PUSH,GCnae,起乩宣布增資跌停隔天開盤跌3%直接進場一路漲了5元,,06/07 13:23
3578,PUSH,chrisdx,https://reurl.cc/EorpyA,,06/07 13:24
3579,ARROW,frankie30432,創高才好出貨 懂嗎,,06/07 13:24
3580,ARROW,ca1123,今天老實樹給call訊,,06/07 13:24
3581,ARROW,chrisdx,就說有聽有漲停！,,06/07 13:24
3582,ARROW,omanorboyo,真的一直噴 好扯,,06/07 13:24
3583,ARROW,ajkofqq,請問可以萬七做空可以驕傲幾輩子?,,06/07 13:24
3584,ARROW,allgood123,我刪app了….任何事都傷害不了我了…,,06/07 13:24
3585,PUSH,sisishi,飛鴻又要回80以下盤？,,06/07 13:24
3586,PUSH,addy7533967,搓盤時刻A_A,,06/07 13:24
3587,PUSH,jay0125,法蘭克有3078喔,,06/07 13:24
3588,BOO,call5566me,三陽好故意欸,,06/07 13:24
3589,ARROW,soome,請教小高力是哪支,,06/07 13:25
3590,ARROW,sisishi,眾達124救我,,06/07 13:25
3591,ARROW,elite31307,只有我還沒賺錢嗎 草,,06/07 13:25
3592,PUSH,IUOIUOIUO,18200多單續抱,,06/07 13:25
3593,PUSH,e44444,股市這波都沒回檔欸,,06/07 13:25
3594,ARROW,scum5566,我華星光5月初月線買 5/29就出了 含淚看它繼續噴,,06/07 13:25
3595,ARROW,kinty860608,有人三陽被洗出去嗎,,06/07 13:26
3596,ARROW,sisishi,眾達網通死，神準網通死，我不會玩網通,,06/07 13:26
3597,ARROW,frankie30432,有R 有的人再想怎麼賣 心態跟沒有的人不一樣,,06/07 13:26
3598,ARROW,frankie30432,找下一檔了,,06/07 13:26
3599,PUSH,peace1way,緯創好無聊，明明就要收69以上還在那裡玩……,,06/07 13:26
3600,PUSH,needtaidu,兆豐已經漲到想賣了   賺兩年股息了==,,06/07 13:26
3601,PUSH,waitrop,"請問,為何今天日股大跌?有什麼大新聞嗎?",,06/07 13:27
3602,PUSH,opcomtt,昨天我隨便買個統一實，今天也漲1.2%，真的隨便買都,,06/07 13:27
3603,ARROW,qscxz,Q2上萬八 Q4上兩萬,,06/07 13:27
3604,PUSH,mopa,878今天受不了，賣了1張,,06/07 13:27
3605,ARROW,opcomtt,賺,,06/07 13:27
3606,PUSH,URGE1018,老蘇 昨天當水手？,,06/07 13:27
3607,PUSH,ggbc,緯創掰掰了,,06/07 13:27
3608,PUSH,photonic,緯創還想騙散戶下車 通通上車,,06/07 13:27
3609,ARROW,iucj2457,腳踏車又200+,,06/07 13:27
3610,ARROW,photonic,大家一起賺阿,,06/07 13:27
3611,PUSH,gtrzero,政府天天送錢讓我去泡茶~ 也太好了吧 下一站卍8?,,06/07 13:27
3612,PUSH,jay0125,我也在想哪時候該下車,,06/07 13:27
3613,PUSH,czg,對...老蘇昨天再買一次萬海,,06/07 13:28
3614,PUSH,tharaohfu,這種盤真的不能亂空 營收爆爛照樣噴…,,06/07 13:28
3615,PUSH,calqlus,幹我45一張都沒掛到喔 機掰,,06/07 13:28
3616,ARROW,call5566me,三陽這搓盤有點假,,06/07 13:28
3617,PUSH,wuntony,今天真的太舒服了☺  ☺  ☺  ☺     ☺  ☺,,06/07 13:28
3618,PUSH,bigfacegg,重電股尾盤回來,,06/07 13:28
3619,PUSH,O10lOl01O,緯創之前就看好70極限了...,,06/07 13:28
3620,ARROW,bigfacegg,明天要新高漲停了嗎,,06/07 13:28
3621,PUSH,frankie30432,9939是假摔嗎 旺季都要來了,,06/07 13:28
3622,PUSH,meimei0606,買個精彩隔日沖一下,,06/07 13:28
3623,ARROW,opcomtt,更不用說手上13張正二賺到流油，到底要怎麼輸？,,06/07 13:28
3624,BOO,Crushredkiss,每次賣都收最高 煩死了,,06/07 13:28
3625,PUSH,joygo,山羊這樣搞不是要衝就是要出貨欸，洗好大,,06/07 13:28
3626,PUSH,jc761128,腳踏車 尾盤在幹嘛XDD,,06/07 13:28
3627,PUSH,eastwindow,三陽每天九點半賣掉十二點買回來穩賺不賠,,06/07 13:28
3628,ARROW,jalai,南電尾盤 小嘎,,06/07 13:29
3629,PUSH,mioco,緯創484藥丸？,,06/07 13:29
3630,ARROW,WEYNI,仲達 華星光 全新 聯亞 有天會含淚一起走,,06/07 13:29
3631,BOO,Sugimoto5566,推文一片樂觀樓下知道該怎麼做了嗎?,,06/07 13:29
3632,ARROW,Crushredkiss,上禮拜五賣飛 今天又賣飛 乾,,06/07 13:29
3633,ARROW,jc761128,前幾天腳踏車換車開 早知道兩台都要有!!,,06/07 13:29
3634,PUSH,ajkofqq,所謂投資就是今天投入 明天數錢的遊戲  懂的都懂,,06/07 13:29
3635,ARROW,bonaqabo,廢材怎麼忽然拉尾盤？ 要收114嗎,,06/07 13:29
3636,BOO,a331330,A33太神準了https://i.imgur.com/wU3zVUQ.jpg,,06/07 13:29
3637,PUSH,ggbc,緯創一個都別想跑,,06/07 13:29
3638,ARROW,h75221,司馬懿…不忍 聯亞還比較有fu,,06/07 13:29
3639,PUSH,werty5445,台積拉到688 台股上兩萬,,06/07 13:29
3640,ARROW,laechan,三陽總是要有新韭菜一棒接一棒，棒棒棒棒棒,,06/07 13:29
3641,PUSH,IUOIUOIUO,回想一兩個月前酸正二的ID好像少很多,,06/07 13:29
3642,PUSH,YU1225,腳踏車2字頭了 230$在幾根就到！！,,06/07 13:29
3643,ARROW,frankie30432,哪時下車喔 看營收開的怎樣,,06/07 13:29
3644,ARROW,opcomtt,腳踏車只買一張可惜，但還是賺翻啊成本173,,06/07 13:29
3645,PUSH,mopa,獲利資金挪出200萬了，還有什麼標的還沒漲的...?,,06/07 13:30
3646,ARROW,YU1225,回想前幾個月腳踏車面板酸非常多,,06/07 13:30
3647,ARROW,frankie30432,我猜不管怎麼開應該都會震盪 除非真的很好鎖上去,,06/07 13:30
3648,PUSH,bleach06bb,3374怎麼偷噴,,06/07 13:30
3649,ARROW,ppuuppu,"a33 ,993231",,06/07 13:30
3650,PUSH,sisishi,維尼大，你的走是....往上往下,,06/07 13:30
3651,ARROW,ajkofqq,沒漲的: 長榮  反一,,06/07 13:30
3652,ARROW,goodjop,耶～568 發發發,,06/07 13:30
3653,PUSH,ctes940008,三陽太狠了吧,,06/07 13:30
3654,PUSH,loveponpon,世新大學 我的超人,,06/07 13:30
3655,PUSH,hungyas,終於不跌了,,06/07 13:30
3656,ARROW,YU1225,今天加碼了郭泰,,06/07 13:30
3657,BOO,YesNoter,早知道包子早點賣了還有賺 收盤前小虧清,,06/07 13:31
3658,PUSH,speady,嘎爆啦，尾盤啦金融,,06/07 13:31
3659,PUSH,bigfacegg,華府又平盤,,06/07 13:31
3660,ARROW,YU1225,https://i.imgur.com/tyPZTbI.jpg,,06/07 13:31
3661,ARROW,laechan,龍哥，你... https://i.imgur.com/cuwd3CV.jpg,,06/07 13:31
3662,ARROW,sisishi,眾達說明了，財報好沒用....,,06/07 13:31
3663,PUSH,romenticpoet,怎麼會這樣 不是說好 股神是指標嗎？,,06/07 13:31
3664,ARROW,b9513227,腳踏車又拉了,,06/07 13:31
3665,BOO,xperiaxa,耶568太棒啦阿阿阿阿啊boom !!!!!!,,06/07 13:31
3666,BOO,call5566me,母貓爛死了,,06/07 13:31
3667,BOO,Sugimoto5566,傻多一片樂觀樓下知道該怎麼做了吧?,,06/07 13:31
3668,PUSH,j6569642,萬泰科豪爽收五日,,06/07 13:31
3669,PUSH,icexfox,繼續多,,06/07 13:31
3670,ARROW,ajkofqq,龍哥484不懂股價是先行指標zzz,,06/07 13:31
3671,ARROW,b9513227,明天藍燈萬七,,06/07 13:32
3672,PUSH,czg,龍哥貼心...提醒大家注意天氣,,06/07 13:32
3673,ARROW,YU1225,繼續噴 傻空進場,,06/07 13:32
3674,ARROW,goodjop,尾盤買6千多張568 好猛,,06/07 13:32
3675,BOO,jinso7410,推文一片樂觀 完全沒有恐慌,,06/07 13:32
3676,ARROW,romenticpoet,來去吹冷氣洗洗睡 下午來看老輸神操作,,06/07 13:32
3677,PUSH,kisweet999,台積收最高 舒舒服服,,06/07 13:32
3678,PUSH,Shiver705,大樹？？？,,06/07 13:32
3679,PUSH,rays66258,沒車可以上，嗚嗚..,,06/07 13:32
3680,PUSH,dosiris,你的持股有賺錢嗎？,,06/07 13:32
3681,ARROW,iucj2457,9941也200+,,06/07 13:32
3682,BOO,KadourZiani,https://i.imgur.com/NeI7JHG.jpg,,06/07 13:32
3683,PUSH,cysfmc,緯創緯盤真可怕,,06/07 13:32
3684,BOO,zaqqaz,俺正式宣布：今年 台灣錢淹腳目 元年 ^^,,06/07 13:32
3685,ARROW,rays66258,大家都賺錢,,06/07 13:32
3686,PUSH,tharaohfu,大家都過站不停的耶 沒人想下車XD,,06/07 13:33
3687,ARROW,elite31307,還在看空 真的錢太多,,06/07 13:33
3688,ARROW,ajkofqq,龍哥真的有夠凹.....xd,,06/07 13:33
3689,ARROW,goodjop,睡午覺,,06/07 13:33
3690,PUSH,b23058179,山富豪洨又漲停==,,06/07 13:33
3691,PUSH,frankie30432,腳踏車只有基金來拉才會飆 否則去年除息價附近,,06/07 13:33
3692,PUSH,hpfan,台積讚讚,,06/07 13:33
3693,PUSH,scum5566,緯創尾盤直接13368張,,06/07 13:33
3694,PUSH,tigerzz3,收最高,,06/07 13:33
3695,PUSH,loveponpon,昨天東森財經新聞說 今天台達電會     哇喔還真的,,06/07 13:33
3696,PUSH,DDDDRR,連鳳凰尾盤都拉= =,,06/07 13:33
3697,ARROW,frankie30432,壓力不小 這樣懂了嗎,,06/07 13:33
3698,PUSH,cqwylk8787,龍哥在氣象預報,,06/07 13:33
3699,PUSH,O10lOl01O,緯創 最後撮合還跌了4個tick 是多少人想跑XD,,06/07 13:34
3700,PUSH,game36919,今天空台指的人，很多，主因是看日經大跌，認為會影,,06/07 13:34
3701,BOO,momo5426mo,南電漲沒欣興多，跌比深,,06/07 13:34
3702,BOO,a331330,隆割還有會員嗎？跟著隆割會賺到錢嗎？,,06/07 13:34
3703,ARROW,iucj2457,大盤收最高,,06/07 13:34
3704,ARROW,momo5426mo,https://i.imgur.com/zYtWopk.jpg,,06/07 13:34
3705,PUSH,czg,"陳家兄弟在聯發哥的對決,是嘎偉獲勝",,06/07 13:34
3706,PUSH,kilik0960,滷肉真棒收456 明天繼續加油,,06/07 13:34
3707,PUSH,herrowui,尾盤219e omg 是要噴到天上去嗎？,,06/07 13:34
3708,PUSH,aabbabcd,"只要外資一直出,3231是拉不太起來的",,06/07 13:34
3709,PUSH,gbman,日線完全沒空點!盤中空空還行CC,,06/07 13:34
3710,ARROW,faniour,有失落20年跟藍燈末升段加持，噴到不要不要的,,06/07 13:34
3711,ARROW,ajkofqq,龍哥484忘記長榮漲多少啊...,,06/07 13:34
3712,PUSH,Guan63941,一堆金融股收最高？,,06/07 13:34
3713,PUSH,fbtm,50反一從發行到現在全套，就連18619那天買的也套,,06/07 13:34
3714,ARROW,ptrpan,賺得居然比大盤少...,,06/07 13:34
3715,PUSH,addy7533967,mopa大有沒有考慮1537，窩盤中重壓19股等噴,,06/07 13:34
3716,ARROW,YesNoter,必應燈3天 有夠恐怖,,06/07 13:34
3717,PUSH,kai2573,緯創期貨一直比現貨高 很多人看漲？,,06/07 13:35
3718,PUSH,overkiller,今天大家又大賺了嗎,,06/07 13:35
3719,PUSH,tomdavis,聾割會員 永遠空在最高點!,,06/07 13:35
3720,PUSH,danwhei,阿姨的眼鏡到底是量產了沒啊  怎麼蘋果的先有,,06/07 13:35
3721,ARROW,O10lOl01O,鳳凰還不錯 收在123 尾盤如果能吃到120 還可以賺點,,06/07 13:35
3722,PUSH,ttcml,緯創那麼多張居然接住了,,06/07 13:35
3723,PUSH,f204137,藍燈->黃燈->紅燈->黃燈->藍燈  自己去體會...,,06/07 13:35
3724,PUSH,windblood,6187鎖成這樣是不是賣早了@@,,06/07 13:35
3725,ARROW,gbman,反正看好下半年拉過前高再來怕吧!那時一定很歡樂CC,,06/07 13:35
3726,PUSH,e44444,a33出桶後，股市還真的沒跌過,,06/07 13:36
3727,ARROW,ajkofqq,誰管他啊  目標價300  懂?,,06/07 13:36
3728,BOO,yu7038,龍哥氣象台 XD,,06/07 13:36
3729,PUSH,cateyes,2412綠油油~~,,06/07 13:36
3730,ARROW,tomdavis,西瓜8塊多有人砸幾千萬在扛賣壓 真屌!,,06/07 13:36
3731,PUSH,ohya111326,要萬7了  空手仔還不上車嗎?  真的要等萬8??,,06/07 13:36
3732,PUSH,joygo,究竟要賣股等跌，還是找新的低基期呢，這波沒漲的,,06/07 13:36
3733,ARROW,joygo,應該是很弱,,06/07 13:36
3734,ARROW,laechan,https://i.imgur.com/MnYJoVw.jpg,,06/07 13:36
3735,ARROW,ajkofqq,我就是要等到龍哥翻多 :),,06/07 13:36
3736,BOO,YesNoter,雙寬也齊燈…,,06/07 13:36
